						
 	Title	Views	Likes	Comments		
	Thực hiện ngôi nhà mơ ước cho 3 mẹ con và câu nói xé lòng của đứa con gái út. Tập 188	"103,133"	"1,296"	72		
	"Cuộc sống nghèo khổ trên đỉnh núi cao, người đàn ông ngủ chung với GÀ mỗi đêm. Tập 187"	"5,914"	188	19		
	"Không ai khổ bằng,cuộc sống nghèo đói của 3 mẹ con trên đỉnh núi cho con nghỉ học để kiếm ăn.Tập 186"	"20,697"	381	27		
	Cả dân làng vui mừng khi nhận được 1 món quà rất ý nghĩa trong cuộc đời này. Tập 185	"14,881"	418	29		
	"Mảnh đời hẫm hiu của 2 chị em, chồng mất trên núi phải bỏ lại sự cô độc cho 2 chị em. Tập 184"	"14,381"	288	15		
	Vợ chồng ông lão 22 năm sống trong hang đá vui mừng vì lần đầu tiên trong đời được ăn thịt. Tập 182	"38,274"	556	38		
	Thực hiện ước mơ của 4 mẹ con 20 năm sống trong hang đá đổi đời chỉ sau một đêm chợp mắt. Tập 181	"317,715"	"3,630"	220		
	Người phụ nữ 2 đời chồng ở trong căn chòi 2 vách. Nhặt ve chai cả đời cũng không có ăn. Tập 180	"36,161"	448	18		
	Vượt qua đỉnh núi CHÔNG GAI dây leo nhốt giữa rừng KHÔNG ĐƯỜNG LUI khi đi tiếp tế lương thực.Tập 179	"29,763"	423	34		
	MẠNH THƯỜNG QUÂN vượt hơn nửa vòng trái đất để chứng kiến HANG ĐÁ nơi sống của 4 mẹ con. Tập 178	"271,488"	"2,678"	215		
	Không còn ai khổ bằng. 4 mẹ con sống trong hang đá 19 năm ăn khoai mì để tồn tại #tiennguyentv	"1,424"	41	0		
	BẤT NGỜ 19 năm 4 mẹ con sống chung với RẮN ĐỘC trong HANG ĐÁ. Tập 177	"805,273"	"4,703"	305		
	"Cuộc sống CÔ ĐỘC trong rừng sâu. Bị MA QUỶ chọc phá quanh năm, nhớ chồng đến khóc nức nở. Tập 176"	"11,787"	256	21		
	Đôi vợ chồng sống trong rừng sâu không có gì ăn. Nhiều năm người vợ chỉ ăn CƠM với NƯỚC LÃ. Tập 175	"17,479"	297	14		
	HÀNH TRÌNH lên đỉnh núi cao TRUY TÌM căn chòi 2 vách của 2 mẹ con GẠO không có mà ăn. 174	"12,207"	310	23		
	3 mẹ con khổ đến nỗi không có gì ăn. Phải sử dụng nguồn nước đã qua nhiều lần sử dụng #tiennguyentv	"1,391"	disabled	1		
	Tá hoả khi nhìn thấy cảnh này.Sống trong rừng suốt 18 năm sử dụng nước ô nhiễm nhất thế giới.Tập 172	"5,866"	205	25		
	Gặp SỰ CỐ khi đến thăm người nghèo dưới thung lũng núi.Suýt rơi xuống núi khi đi chặt CHUỐI. Tập 171	"9,291"	225	18		
	VÙNG ĐẤT KHẮC NGHIỆT NHẤT. Người phụ nữ phải làm lụng VẤT VẢ để có tiền chữa trị BỆNH. Tập 170	"12,218"	278	23		
	3 đứa trẻ đáng thương bị gia đình xua đuổi không nơi nương tựa phải ngủ ngoài đường #tiennguyentv	"1,070"	34	4		
	NGƯỜI PHỤ NỮ BỆNH TIM nghèo khổ đến mức phải ăn lá rừng không tên tuổi vì không có gạo ăn. Tập 169	"10,890"	273	33		
	BẤT NGỜ KHI THẤY CẢNH người phụ nữ ngủ chung với GÀ ăn lá rừng khi thiếu GẠO. Tập 168	"8,934"	216	13		
	Chồng đột ngột qua đời 3 mẹ con đáng thương phải nương tựa nhau mà sống #tiennguyentv #thiệnnguyện	"1,470"	disabled	0		
	Chồng qua đời bỏ lại 3 mẹ con đơn côi lẻ bóng không nơi nương tựa. KHÓC CẠN NƯỚC MẮT. Tập 167	"40,814"	550	46		
	Vợ chồng ĐÔI ĐŨA LỆCH cả đời sống trong HANG ĐÁ. Ăn lá rừng quanh năm #tiennguyentv #thiệnnguyện	"1,924"	disabled	0		
	Vợ chồng cụ ông ĐÔI ĐŨA LỆCH cả đời sống trong HANG ĐÁ làm mọi việc để có GẠO mà ăn. Tập 166	"14,391"	236	19		
	CĂN CHÒI HAI VÁCH của hai mẹ con trong rừng.Mỗi ngày không có gì để ăn #tiennguyentv #thiệnnguyện	"2,165"	disabled	1		
	2 mẹ con ăn ngủ trong CĂN CHÒI HAI VÁCH nghèo khổ đến mức không còn gì để ăn. Tập 165	"33,495"	388	28		
	BẤT NGỜ PHÁT HIỆN hang đá nơi sinh sống hơn 10 năm của đôi vợ chồng trên đỉnh núi cao. Tập 164	"349,410"	"1,566"	138		
	Xót Xa khi người phụ nữ nghèo khổ nhiều BỆNH TẬT nhất vùng núi.không có tiền trị bệnh. Tập 163	"5,464"	186	18		
	BẤT NGỜ PHÁT HIỆN CĂN CHÒI RÁCH NÁT trên đỉnh núi khi đi tìm NGUỒN NƯỚC cho dân làng. Tập 162	"8,349"	256	21		
	MANG ÁNH SÁNG lên vùng núi cho người nghèo. CĂN CHÒI CHỐNG ĐỔ NHƯ VẠN LÝ TRƯỜNG THÀNH. Tập 161	"5,653"	194	19		
	BẤT NGỜ người đàn ông sống cả đời nhờ ăn lá ĐU ĐỦ sống trong CĂN CHÒI RÁCH NÁT. Tập 160	"10,533"	292	26		
	Mang ánh sáng lên vùng cao cho NGƯỜI RỪNG sống ẩn danh trên núi ăn tất cả các loại lá cây. Tập 159	"12,545"	318	35		
	CÙNG CHUNG SỐ PHẬN hai cô THIẾU NỮ nhận được những món quà to lớn đã mơ ước bấy lâu. Tập 158	"159,520"	"1,609"	80		
	NGƯỜI ĐÀN ÔNG KHỜ sống chung với ĐỘNG VẬT trên núi vui mừng khi nhận được ánh sáng. Tập 158	"6,983"	238	19		
	Nỗi khổ của người ĐỒNG BÀO RAGLAI khi tìm nguồn nước nơi KHÔ CĂN SỎI ĐÁ #tiennguyentv #thiệnnguyện	778	disabled	3		
	CĂN CHÒI TRÚ ẨN bên dưới thung lũng sâu. NGƯỜI PHỤ NỮ phải đùm bọc con mình và người dì mù. Tập 157	"9,064"	260	22		
	BẤT NGỜ VỢ CHỒNG NGƯỜI RỪNG Đổi đời có CĂN NHÀ MỚI sau 30 năm ngủ bờ ngủ bụi #tiennguyentv	"2,187"	disabled	1		
	VỢ CHỒNG NGƯỜI RỪNG nhận được MÓN QUÀ QUÝ GIÁ sau 30 năm ngủ bờ ngủ bụi trong rừng. Tập 157	"21,605"	560	71		
	Căn chòi trú ngụ bên dưới thung lũng của người đồng bào RAGLAI.Ăn bắp quanh năm vì thiếu gạo.Tập 156	"4,467"	187	29		
	"Vào rừng sâu để TRUY TÌM người phụ nữ ở nhà RÁCH NÁT sống chung với GÀ,TÁCH BIỆT với xã hội. Tập 153"	"7,744"	243	26		
	"Ở chòi CHUỒNG GÀ, Ăn lá ĐU ĐỦ, Uống nguồn nước BẨN để sinh tồn trong rừng của người nghèo. Tập 152"	"7,377"	258	18		
	"Không ai khổ bằng,cuộc sống nghèo đói của cụ bà sống cô đơn lẻ bóng trong rừng không có gì ăn.#151"	"5,783"	217	18		
	Cuộc sống nghèo khổ của 3 mẹ con.Phải vượt hàng trăm cây số mỗi ngày để kiếm tiền mua gạo ăn.Tập 150	"17,667"	362	25		
	Cực khổ nuôi con khi chồng bỏ rơi.Người phụ nữ bị xe tông khi đang đi làm kiếm tiền nuôi con.Tập 149	"14,326"	343	17		
	NGỠ NGÀNG khi nhìn thấy cụ ông NGƯỜI ẾCH nhặt phân bò để có tiền mua sữa cho cháu thơ. Tập 148	"8,093"	224	18		
	BẤT NGỜ..Thiếu nữ nhỏ tuổi nhất vùng núi lấy số tiền lớn đổi lấy căn nhà tình thương. Tập 147	"64,645"	850	41		
	Người đàn ông chặt đu đủ ăn quanh năm sống ẩn danh trên rừng núi #tiennguyentv #giupdonguoingheo	800	22	1		
	Bất ngờ NGƯỜI RỪNG dùng tay không đẩy ngã cây ĐU ĐỦ luộc ăn tại chổ. Tập 146	"6,200"	181	13		
	Bà con NGHÈO vùng núi kéo nhau đến nhận cơm tình thương sau một ngày làm việc Vui như tết. Tập 145	"7,742"	247	23		
	Cô bé thông minh nhất rừng núi.Phụ mẹ nhặt hạt điều để bán kiếm tiền mua sữa #tiennguyentv	"7,946"	disabled	5		
	Cuộc sống NGHÈO KHỔ bé gái nhỏ tuổi phụ mẹ nhặt hạt điều kiếm tiền mua sữa và có gạo để ăn. Tập 144	"13,361"	334	33		
	Đứa bé ĐÁNG THƯƠNG NHẤT VÙNG NÚI ăn lá ĐU ĐỦ Sống qua ngày khi bị cha bỏ rơi #tiennguyentv	"7,015"	119	2		
	Người chồng TỆ BẠC bỏ rơi ba mẹ con.Để con thơ phải chịu thiệt thòi ăn lá ĐU ĐỦ để sống qua ngày 143	"28,169"	383	30		
	THIẾU NỮ NHỎ TUỔI NHẤT RỪNG NÚI. Bật khóc NỨC NỞ trước cảnh nghèo. Tập 142 #tiennguyentv	"12,633"	disabled	0		
	THIẾU NỮ XINH ĐẸP oà khóc NỨC NỞ khi nhận được món quà từ trước đến giờ chưa từng nghĩ tới. Tập 142	"22,929"	366	27		
	TẬN CÙNG NỖI KHỔ. Ăn tất cả mọi thứ có trên rừng núi kể cả RẮN ĐỘC. Tập 141 #tiennguyentv	"4,651"	disabled	2		
	BẤT NGỜ gặp RẮN nằm trên bếp gia đình ăn tất cả mọi thứ có trên rừng núi kể cả RẮN ĐỘC. Tập 141	"11,450"	205	22		
	BẤT NGỜ chồng mất không rõ nguyên nhân.Người phụ nữ phải sống CÔ ĐƠN trong căn chòi rách nát.Tập 140	"31,221"	397	38		
	BẤT NGỜ chồng mất không rõ nguyên nhân.Người phụ nữ phải sống CÔ ĐƠN trong căn chòi rách nát	"2,334"	disabled	2		
	BẤT NGỜ trước cảnh hai vợ chồng ăn tất cả lá rừng để tồn tại trên vùng đất KHẮC NGHIỆT. Tập 139	"17,617"	108	4		
	BẤT NGỜ trước cảnh hai vợ chồng ăn tất cả lá rừng để tồn tại trên vùng đất KHẮC NGHIỆT. Tập 139	"237,360"	"1,846"	161		
	Suýt bị rơi xuống vực sâu khi leo núi đến thăm người nghèo. #tiennguyentv	"1,380"	31	1		
	BẤT NGỜ nghe tiếng động trong bụi cỏ khi đi hái rau rừng trên núi cao về ăn. Tập 138	"17,656"	290	20		
	HÃI HÙNG suýt bị rơi xuống vực sâu khi lên núi cao hỗ trợ lương thực cho người nghèo. Tập 137	"13,971"	303	30		
	BẤT NGỜ vì không có đủ GẠO để ăn. Người đàn ông phải ăn thêm quả rừng chát quéo lưỡi. Tập 136	"11,363"	277	21		
	Vào rừng TRUY TÌM căn chòi rách nát và BẤT NGỜ cuộc sống đói khổ của 3 mẹ con không có gì ăn.Tập 135	"20,821"	382	35		
	BẤT NGỜ..Hai mẹ con sống trong CĂN CHÒI RÁCH NÁT đổi đời chỉ sau một đêm. Tập 134	"376,902"	"2,423"	120		
	Xót xa.THIẾU NỮ tuổi đôi mươi bị RUỒNG BỎ khi đang mang thai.Phải về quê nhặt phân bò nuôi con. 133	"22,493"	359	26		
	Nhận được món quà vô cùng quý giá mà những người nghèo có mơ ước cũng không được. Tập 133	"4,134"	224	14		
	Đau lòng khi thấy người phụ nữ phải vất vả đi nhặt phân bò để nuôi đứa con tâm thần. 131	"9,707"	242	21		
	Lên lưng chừng núi để sinh sống. Hai vợ chồng mang bệnh phải ăn ĐU ĐỦ quanh năm thay CƠM. Tập 130	"3,990"	189	11		
	"Không ai khổ bằng..CĂN CHÒI cô đơn trên vùng núi, phải ăn ĐU ĐỦ thay cơm. Tập 129"	"8,473"	244	16		
	Sống trong căn chòi rách nát TẢ TƠI. Bốn mẹ con có gì ăn nấy. Ăn LÁ MÔN thay CƠM. Tập 128	"9,010"	245	33		
	Choáng người với hành trình đi vào đoạn đường đá nhiều nhất vùng để làm nhà cho người nghèo. Tập 128	"5,386"	198	17		
	Nghẹn lòng cụ bà khó khăn nhất miền núi. phải nuôi hai cháu nhỏ gạo không có mà ăn. Tập 127	"8,507"	230	20		
	CĂN CHÒI SỤP ĐỔ. Thua cái CHUỒNG GÀ phải ăn đu đủ và rau rừng sống qua ngày. Tập 126	"6,483"	205	20		
	TÁ HOẢ..Người đàn ông di cư và tìm đến men say vì lý do ĐAU LÒNG này. Tập 125	"3,777"	124	10		
	VƯỢT ĐÈO LỘI SUỐI..GIAN NAN KHÔNG CHÙN BƯỚC để dựng lên CĂN NHÀ TÌNH THƯƠNG cho người nghèo. Tập 124	"34,126"	510	35		
	NGỠ NGÀNG..Người phụ nữ sống cùng con thơ trong CĂN CHÒI THUA CÁI CHUỒNG GÀ trên núi cao. Tập 123	"18,552"	383	35		
	BẤT NGỜ..Cuộc sống gia đình có 7 người con ĐỘT NGỘT tốt lên khi người mẹ vừa bỏ đi. Tập 122	"75,931"	"1,064"	90		
	ĐÁNG THƯƠNG..Cụ bà sống trong CĂN CHÒI DỘT NÁT phải ăn bắp thay CƠM sống qua ngày. Tập 121	"3,317"	170	13		
	NGƯỜI CHỒNG VÔ LO..Để vợ con sống trong cảnh ĐÓI KHỔ phải ĂN NHỜ Ở ĐẬU. Tập 120	"7,792"	247	19		
	BẤT NGỜ..Người đàn ông rụt rè SỢ HÃI khi nhìn thấy NGƯỜI LẠ TIẾP CẬN vào CĂN CHÒI RÁCH NÁT. Tập 119	"11,745"	286	20		
	Sống trên TẢNG ĐÁ cùng 5 ĐỨA CHÁU NHỎ hơn 20 năm..TẬN CÙNG NỖI KHỔ. Tập 118	"10,491"	320	34		
	KHÓ KHĂN CHỒNG CHẤT..Vợ BỆNH NẶNG phải một mình chăm lo cho những đứa con. Tập 117	"4,979"	228	31		
	NGƯỜI PHỤ NỮ NGHÈO KHỔ VUI MỪNG..Khi nhận được những phần quà. Tập 116	"6,287"	241	24		
	HÀNH TRÌNH KHÓ KHĂN..Kéo ống nước lên SUỐI NGUỒN để mang NGUỒN NƯỚC về cho NGƯỜI NGHÈO. Tập 115	"10,752"	307	26		
	SỐNG TRONG CĂN CHÒI RÁCH NÁT TẢ TƠI..Phải cho CON THƠ ăn RAU RỪNG sống qua ngày. Tập 114	"3,519"	157	17		
	BẤT NGỜ..NGƯỜI ĐÀN ÔNG trở thành GÀ TRỐNG NUÔI CON vì VỢ BỎ ĐI không một LÝ DO. Tập 113	"7,847"	disabled	21		
	Sống trong BỤI RẬM..CON THƠ khóc vì ĐÓI không có GẠO ăn. Tập 112	"14,098"	329	21		
	CĂN CHÒI RÁCH NÁT..Và cuộc sống KHỔ CỰC của ÔNG CỤ BÀ nuôi hai ĐỨA CHÁU THƠ bị BỎ RƠI. Tập 111	"4,781"	188	19		
	CHUYẾN HÀNH TRÌNH NGHẸT THỞ. Vận chuyển vật tư vào RỪNG SÂU để dựng lên CĂN NHÀ TÌNH THƯƠNG. Tập 110	"12,962"	301	27		
	ĐƯA NGƯỜI ĐÀN ÔNG NGHÈO KHỔ. Vào sài gòn chữa trị CĂN BỆNH LAO PHỔI. Tập 109	"3,798"	197	31		
	NGƯỜI MẸ ĐAU LÒNG KHI NGHE CON NÓI. Bạn thấy con TẬT NGUYỀN nên không chơi với con. Tập 108	"2,033"	79	11		
	XÓT XA..CỤ BÀ SỐNG TRONG CĂN CHÒI RÁCH NÁT VỚI GÀ. Không có GẠO ăn phải ăn ĐU ĐỦ qua ngày. Tập 107	"2,707"	disabled	20		
	NGÔI LÀNG ĐÓI KHỔ TRONG VÙNG NÚI SÂU XA..VUI MỪNG khi được nhận quà TÌNH THƯƠNG. Tập 106	"5,149"	184	13		
	HÀNH TRÌNH KHÓ KHĂN..Giúp đỡ NGƯỜI ĐÀN ÔNG dựng lên NGÔI NHÀ MƠ ƯỚC. Tập 105	"32,778"	490	33		
	"CỤ BÀ SỐNG CÔ ĐỘC TRONG CĂN CHÒI 1 VÁCH..Gạo không có ăn, mưa không chổ ngủ. Tập 104"	"14,569"	301	10		
	SỐNG TRONG CĂN CHÒI KHÔNG KHÁC GÌ CHUỒNG BÒ..Bệnh đau không tiền mua thuốc ăn bắp thay cơm. Tập 103	"8,482"	229	21		
	SỐNG TRONG CĂN CHÒI RÁCH NÁT TẢ TƠI..CƠM ÁO GẠO TIỀN không có phải cho con ăn ĐU ĐỦ để sống. Tập 102	"17,513"	241	26		
	PHẦN 2: VÀO TẬN TRONG RỪNG SÂU..Để hiểu rõ và cảm nhận cuộc sống của NGƯỜI NGHÈO. Tập 101	"7,647"	235	23		
	PHẦN 1: CHUYẾN ĐI ĐẦU NĂM..Mang niềm vui và những điều BẤT NGỜ đến cho NGƯỜI NGHÈO. Tập 100	"4,016"	157	15		
	MÓN QUÀ BẤT NGỜ..TRAO TẶNG CHIẾC XE ĐẠP MƠ ƯỚC CHO CÔ BÉ CHĂN DÊ. Tập 99	"1,745"	105	8		
	HAI MẸ CON CỤ BÀ CỨ NGỠ LÀ GIẤC MƠ..Vì đã có được NGÔI NHÀ TÌNH THƯƠNG và cuộc sống ấm no. Tập 98	"55,452"	691	50		
	NGƯỜI ĐÀN ÔNG SỐNG CHUNG VỚI GÀ..MƠ ƯỚC chỉ có áo mặc và dép để mang đi LƯỢM PHÂN BÒ. Tập 97	"7,403"	220	23		
	CỤ ÔNG SỐNG TRONG CĂN CHÒI RÁCH NÁT..Kể lại chuyện KHÓ TIN nhất trong đời của ông. Tập 96	"3,221"	88	15		
	GIA ĐÌNH BẤT HẠNH..CHÀNG TRAI TRẺ TỰ TI sợ người đời chê cười vì mắc phải CĂN BỆNH LẠ. Tập 95	"3,857"	140	16		
	ĐI LẠC VÀO RỪNG SÂU..Đói không có gì ăn phải xin gia đình NGHÈO KHỔ CHUỐI NƯỚNG ĂN THAY CƠM. Tập 94	"6,745"	211	22		
	CUỘC SỐNG KHỐN KHỔ..TRONG RỪNG SÂU KHÔNG CÓ ÁNH SÁNG VÀ LƯƠNG THỰC ĐỂ ĂN. Tập 93	"2,651"	138	18		
	NỖI KHỔ CỦA NGƯỜI ĐỒNG BÀO..BA MẸ CON ăn chung một chén canh khi về ĐÊM. Tập 92	"8,143"	disabled	21		
	BÀ CON NGHÈO KHỔ VUI MỪNG..Khi nhận được quà từ MẠNH THƯỜNG QUÂN Ở MỸ về thăm. Tập 91	"4,572"	disabled	15		
	SỐNG TRONG CĂN CHÒI ĐỔ NÁT THUA CHUỒNG GÀ..Hai mẹ con CỤ BÀ phải ăn lá ĐU ĐỦ mỗi ngày để sống.Tập 90	"4,846"	169	17		
	MỘT GIA ĐÌNH CÓ ĐÔNG CON NHẤT VÙNG..Sống trong CĂN CHÒI RÁCH NÁT gạo không có để ăn. Tập 89	"4,526"	158	13		
	NGƯỜI ĐÀN ÔNG SỐNG TRONG CĂN CHÒI RÁCH NÁT VỚI ĐỘNG VẬT..ĂN CHÁO BẮP THAY CƠM. Tập 88	"75,348"	625	37		
	SỐNG ẨN CƯ TRONG CĂN CHÒI RÁCH NÁT..Không có TIỀN mua bánh phải bắt CHUỘT RỪNG cho con ăn.. Tập 87	"12,921"	320	26		
	ÔNG BẢY SỐNG TRONG NHÀ HOANG..Vui mừng khi con cháu đến thăm ông vào dịp TẾT. Tập 86	"36,486"	disabled	108		
	BA MẸ CON ĐI CHĂN DÊ..BẤT NGỜ NHẬN ĐƯỢC MÓN QUÀ LỚN..Và TẾT NÀY ĐƯỢC ẤM NO. Tập 85	"15,834"	341	23		
	CON THƠ KHÁT SỮA..NGƯỜI PHỤ NỮ phải lặn lội giữa trời nắng NHẶT PHÂN BÒ ĐỂ MUA SỮA CHO CON. Tập 84	"14,951"	387	26		
	CỤ BÀ phải ăn KHOAI LANG VÀ ĐỒ CÚNG NGOÀI NGHĨA TRANG để sống qua ngày..Vì không có GẠO. Tập 83	"3,802"	164	7		
	MẠNH THƯỜNG QUÂN VƯỢT HÀNG TRĂM CÂY SỐ..Để trao tặng 100 phần quà tết để bà con được ấm no. Tập 82	"3,103"	134	7		
	NGƯỜI ĐÀN ÔNG BỊ XE TÔNG CHẤN THƯƠNG..Sống CÔ ĐỘC một mình trong CĂN CHÒI HIU QUẠNH. Tập 81	"1,782"	disabled	5		
	ƯỚC MƠ CỦA NGƯỜI PHỤ NỮ..chỉ mong sao có CƠM ĂN ngày ba bữa là hạnh phúc không cần gì nữa. Tập 80	"5,958"	disabled	9		
	"NGƯỜI ĂN KHÔNG HẾT,KẺ LẦN CHẲNG RA..CẬU BÉ đáng yêu phụ giúp mẹ lụm phân bò để có GẠO ăn. Tập 79"	"3,348"	138	7		
	THỬ LÒNG CỤ BÀ VUI TÍNH..đến xin ăn và nước uống và phản ứng bất ngờ của CỤ BÀ. Tập 78	"2,152"	105	11		
	Ba bà cháu LANG THANG ĐI XIN ĂN..để có tiền cho cháu của mình đi học và ăn cơm. Tập 77	"3,585"	147	10		
	TẬN CÙNG NỖI KHỔ..CỤ BÀ SỐNG CÔ ĐỘC mỗi ngày ăn khoai mì vì sợ hết GẠO. Tập 67	"4,427"	160	13		
	KẺ LẠ MẶT tiếp cận CĂN CHÒI NHƯ CHUỒNG GÀ..Và mang điều BẤT NGỜ ĐẾN CHO CHỊ GÁI. Tập 76	"5,381"	143	17		
	TỰ LỰC CÁNH SINH..ÔNG CỤ BÀ hàng ngày phải đi nhặt PHÂN BÒ để có GẠO ăn. Tập 75	"2,404"	123	9		
	Gia đình đông con nhất vùng..SỐNG TRONG CĂN CHÒI RÁCH NÁT phải nằm dưới ĐẤT ngủ vì chật chổ. Tập 74	"22,754"	273	22		
	Sống trong CĂN CHÒI RÁCH NÁT..Ban đêm không dám ở vì sợ trộm đột nhập. Tập 73	"6,953"	146	12		
	CỤ BÀ LỦI THỦI một mình..sống trong cánh rừng có gì ăn đó sống qua ngày. Tập 72	"3,138"	123	9		
	Bị CON RUỘT ĐUỔI RA KHỎI NHÀ. CỤ BÀ khóc cạn nước mắt vì không sống nổi nữa. Tập 71	"4,196"	143	18		
	TẬN CÙNG NỖI KHỔ..vì sợ hết gạo nên cả gia đình phải ăn BÔNG ĐU ĐỦ đắng hơn thuốc. Tập 70	"3,379"	111	6		
	CỤ BÀ CƯỜI TÍT MẮT. Khi nhận những món quà TÌNH THƯƠNG vào những ngày cận kề TẾT. Tập 69	"2,668"	disabled	9		
	GIA ĐÌNH KÌ LẠ CỦA CỤ ÔNG..Ăn uống sinh hoạt chung nhưng lại tách biệt sống riêng. Tập 68	"4,727"	111	10		
	CỤ BÀ KHỔ TÂM KỂ LẠI..giữa mùa đông phải dắt hai đứa cháu nhỏ đi tìm đứa cháu lớn. Tập 67	602	45	4		
	CỤ ÔNG LANG THANG..bị MẤT MỘT TAY và MỘT CHÂN không cần sự giúp đỡ từ ai. Tập 66	"10,459"	91	4		
	TẬN CÙNG CỦA NỖI ĐAU..NGƯỜI PHỤ NỮ khóc thành sông thành biển vì CĂN BỆNH của con mình. Tập 65	"2,771"	79	13		
	CỤ ÔNG SỐNG TRONG CĂN CHÒI VEN ĐƯỜNG. BỆNH ĐAU không ai chăm không có gì ăn. Tập 64	"4,373"	disabled	10		
	Hai Mẹ Con CỤ BÀ sống ẨN CƯ trong rừng..cuộc sống NGHÈO KHỔ của người MIỀN NÚI. Tập 63	"6,077"	148	11		
	Vì người nghèo..GIAN NAN KHÔNG CHÙN BƯỚC. CỤ BÀ BẬT KHÓC vì nhận được quà lớn. Tập 62	"1,740"	125	41		
	NGƯỜI PHỤ NỮ MẮC PHẢI BỆNH LẠ..ăn lá đu đủ quanh năm không có gạo mà ăn. Tập 61	"8,340"	159	23		
	TAY BẾ TAY BỒNG..Ba mẹ con ngồi giữa trưa nắng chăn dê để có tiền mua thuốc cho chồng uống. Tập 60	"21,242"	336	20		
	TẬN CÙNG NỖI KHỔ…không có gì mà ăn cậu bé đành phải ăn cơm trắng uống nước lã. Tập 59	"1,612"	95	4		
	BẤT NGỜ CỤ BÀ CÓ THÂN HÌNH NHỎ BÉ..VÁC BAO CỦI TO HƠN THÂN MÌNH. Tập 58	"2,247"	102	8		
	Sống trong CĂN CHÒI còn thua CHUỒNG GÀ..Người phụ nữ bị chồng BẠO HÀNH khổ TỘT CÙNG. Tập 57	"118,644"	794	48		
	MẸ GIÀ UẤT ỨC..khi kể lại về người con của mình lúc còn sống.Vất vả không có GẠO mà ăn. Tập 56	"1,321"	77	9		
	NỖI SỢ HÃI TRONG CĂN NHÀ LẠNH LẼO..phải chăm sóc hai người con BỆNH TẬT. Tập 55	919	66	4		
	TẬN CÙNG NỖI KHỔ.. Người phụ nữ sống CÔ ĐỘC một mình ăn MÌ TÔM sống qua ngày. Tập 54	"1,076"	80	13		
	BẤT NGỜ CỤ ÔNG NHẶT VE CHAI BỊ CỤT MỘT CHÂN ĐẠP XE ĐẠP TRONG TRỜI GIÓ LỚN ĐỂ KIẾM SỐNG. Tập 53	933	70	4		
	Mảnh đời HẪM HIU của hai CỤ BÀ bị TẬT..hai chị em phải nương tựa nhau mà sống. Tập 52	415	51	8		
	CỤ BÀ sống CÔ ĐƠN trên núi..không ai nuôi dưỡng phải cặm cuội CHĂN BÒ hái đậu để có gạo ăn. Tập 51	"1,658"	117	19		
	CỤ BÀ thà NHỊN ĐÓI..không dám bán heo để mua gạo ăn.Nhưng cuối cùng lại bị KẺ XẤU lừa sạch. Tập 50	"1,320"	71	10		
	NGƯỜI ĐÀN ÔNG cặm cuội gọt những mảng tre SẮT BÉN để làm gùi bán..kiếm tiền mua gạo ăn. Tập 49	"1,259"	68	15		
	CỤ BÀ có nụ cười GIÒN TAN..sống CÔ ĐỘC CỰC KHỔ trên núi..và kể về câu chuyện khi gặp CỌP DỮ. Tập 48	"1,257"	72	5		
	Lời kể RỢN NGƯỜI khi về đêm..của CỤ BÀ sống CÔ ĐỘC dưới chân núi. Tập 47	"1,489"	75	7		
	TẬN CÙNG NỖI KHỔ..vợ chồng CỤ ÔNG sống trong CĂN CHÒI RÁCH NÁT..gạo không có mà ăn. Tập 46	"2,604"	100	5		
	CHÀNG TRAI..cặm cuội nhặt ve chai để kiếm tiền nuôi sống bản thân và mẹ của mình.Tập 45	"1,531"	72	9		
	TẬN CÙNG CỦA NỖI KHỔ..sống trong căn nhà RÁCH NÁT phải ăn cơm trắng nhường đồ ăn cho con mình.Tập 44	"1,520"	87	11		
	XÓT XA..CỤ BÀ sống trong CĂN NHÀ hai vách dù bệnh đau vẫn cố gắng hốt phân bò để có gạo mà ăn.Tập 43	"1,468"	80	7		
	CỤ BÀ sống cô độc trên núi..chồng mất bà phải đi chăn bò để có gạo ăn Tập 42	836	81	10		
	Người PHỤ NỮ mất chồng..không dám ở nhà sợ người xấu và những điều KÌ LẠ khi về đêm. Tập 41	"1,620"	71	8		
	TẬN CÙNG CỦA NỖI KHỔ..CON BỆNH KHÔNG CÓ TIỀN MUA THUỐC.ĂN MĂNG RỪNG SỐNG QUA NGÀY. Tập 40	"1,199"	61	8		
	BẤT NGỜ..Lạc vào ngôi làng NGHÈO KHỔ chỉ có phụ nữ và trẻ con không có một người ĐÀN ÔNG nào. TẬP 39	"2,186"	84	9		
	BẤT NGỜ..CỤ BÀ hoảng sợ bật khóc liền bỏ chạy giữa trời mưa khi có người đến hỏi thăm. Tập 38	"2,941"	91	7		
	HÀNH TRÌNH..HỖ TRỢ dựng lên ngôi nhà MƠ ƯỚC cho CỤ BÀ gầy gò đáng thương. Tập 37	"3,006"	155	3		
	TẬN CÙNG CỦA NỖI KHỔ..hai CỤ BÀ phải sống NƯƠNG TỰA vào nhau không có cái mà ăn. Tập 36	"1,235"	92	11		
	Sống trong NGÔI NHÀ bằng đất..MƯA BÃO không biết sụp đổ lúc nào không hay. Tập 35	"1,096"	81	10		
	CỤ ÔNG lượm phân bò cố gắng nhảy để mừng người quen đến thăm..dù bản thân đã dần tiều tụy. Tập 34	"1,131"	78	8		
